File Component,Field Name,Field Description,Level,Type,Length,"Fixed Width
files only",,Repricer,Position,Secomdary Editing,Position,
Detail,ALLOWED_NDC_UNITS_TYPE,"This field represents the units type allowed in the client's claim system after initial adjudication.  Required when SUB_NDC is submitted. Expected values are:
'IU' to indicate International Unit
'GR' to indicate Gram
'ME' to indicate Milligram
'ML' to indicate Milliliter
'UN' to indicate Units",Line,Text,2,3694,3695,N,417,N,,
Detail,COPAY_AMOUNT,The value in this field represents the patient's co-pay amount for this service.,Line,Numeric 9(8)V99,10,3696,3705,N,418,Y,,Zelis
Detail,COINSURANCE_AMOUNT,The value in this field represents the patient's coinsurance amount for this service.,Line,Numeric 9(8)V99,10,3706,3715,N,419,Y,,Zelis
Detail,DEDUCTIBLE_AMOUNT,The value in this field represents the patient's deductible amount for this service.,Line,Numeric 9(8)V99,10,3716,3725,N,420,Y,,Zelis
Detail,COB,The value in this field represents the patient's COB amount for this service.,Line,Numeric 9(8)V99,10,3726,3735,N,421,N,,
Detail,COB_AMOUNT,The amount paid by the member's other insurance third parties on the claim line item level or the total amount saved on the claim line item because of payment made by the patient's other insurance carrier.,Line,Numeric 9(8)V99,10,3736,3745,N,422,N,,
Detail,COB_COINSURANCE_AMOUNT,The value in this field represents the calculated amount paid by the insured based on a percentage of total cost.,Line,Numeric 9(8)V99,10,3746,3755,N,423,N,,
Detail,COB_DEDUCTIBLE_AMOUNT,The value in this field represents the dollar amount the subscriber is liable for before other insurance pays for this service line item.,Line,Numeric 9(8)V99,10,3756,3765,N,424,N,,
Detail,COB_PAID_AMOUNT,The value in this field represents the other insurance payment amount applied to the service line item.,Line,Numeric 9(8)V99,10,3766,3775,N,425,N,,
Detail,COB_ALLOWED_AMOUNT,The value in this field represents the dollar allowance for a procedure or service paid by other insurance for a service line item.,Line,Numeric 9(8)V99,10,3776,3785,N,426,N,,
Detail,OTHER_REDUCTION_AMOUNT,The value in this field represents any other adjustment amounts not reflected above.,Line,Numeric 9(8)V99,10,3786,3795,N,427,N,,
Detail,PAID_AMOUNT,"The value in this field represents the paid amount (after applying copay, coinsurance, deductible, cob, & other reduction) for this service. Required for CV.",Line,Numeric 9(8)V99,10,3796,3805,N,428,N,,
Detail,PAID_DATE,"The value in this field represents the date of final adjudication or payment on preliminary analysis files or on history files.  The field can be blank for daily files since they have not been finalized, however, it should be populated from the client's system for history.  When blank, is populated with the file run date for internal use.",Line,"Date
YYYYMMDD",8,3806,3813,N,429,N,,
Detail,PAID_UNITS,The value in this field represents the number of units of service paid for each detail line. Required for CV.,Line,Numeric 9(10)V999,13,3814,3826,N,430,N,,
Detail,LINE_CAPITATION_INDICATOR,"Indicates if the claim line was paid under a capitation agreement. Valid values are:
1 = Capitated Provider
0 = Non-Capitated Provider",Line,Text,1,3827,3827,N,431,N,,
Detail,CLIENT_TYPE_OF_SERVICE_CODE,"This field holds the client's unique service type value, as defined in their claim system.",Line,Text,20,3828,3847,N,432,N,,
Detail,FEE_SERVICE_AMOUNT,"This field represents the fee schedule amount for the line level service, based on the provider's contract.  The appropriate value should be submitted if defined.  If no contractual agreement exists, this field should be left blank.",Line,Numeric 9(8)V99,10,3848,3857,N,433,N,,
Detail,PATIENT_LIABILITY_AMOUNT,This field stores the amount the patient owes on the line level service.,Line,Numeric 9(8)V99,10,3858,3867,N,434,N,,
Detail,DISALLOWED_AMOUNT,"Amount that is disallowed and will not be considered in the payment by the client, non billable to the member for the service line item.",Line,Numeric 9(8)V99,10,3868,3877,N,435,N,,
Detail,LINE_REIMBURSEMENT_TYPE,This field represents the pricing methodology used to reimburse the service line. Typically this would be an outpatient service paid at the line level.,Line,Text,20,3878,3897,N,436,N,,
Detail,ASSIGNMENT_OF_BENEFITS,"This field represents a one digit indicator to recognize if the benefits were assigned (Y or N).   (2300, CLM08)",Claim,Text,1,3898,3898,Y,437,Y,,
Detail,CLAIM_BILLED_AMOUNT,"The value in this field represents the claim header level billed amount billed by the provider for the claim.  (2300, CLM02)",Claim,Numeric 9(8)V99,10,3899,3908,Y,438,Y,,
Detail,CLAIM_NONCOVERED_AMOUNT,The value in this field represents the claim header level non covered amount billed by the provider for the claim.,Claim,Numeric 9(8)V99,10,3909,3918,N,439,Y,,Zelis
Detail,CLAIM_ALLOWED_AMOUNT,The value in this field represents the claim header level allowed amount by the client for the claim.,Claim,Numeric 9(8)V99,10,3919,3928,N,440,N,,
Detail,CLAIM_PAID_AMOUNT,"The value in this field represents the claim header level amount paid by the client for the claim.    (For pre-pay claims this is the calculated net amount to be paid, based on adjudication of the pended claim.  This amount may change after audit recommendations are applied and the claim goes through final adjudication and payment).",Claim,Numeric 9(8)V99,10,3929,3938,N,441,N,,
Detail,CLAIM_COINSURANCE_AMOUNT,The value in this field represents the total coinsurance dollar amount on a claim for which the subscriber/member is responsible - usually based on a fixed percentage specified in the health plan. Usually applies after reaching a deductible,Claim,Numeric 9(8)V99,10,3939,3948,N,442,N,,
Detail,CLAIM_COPAY_AMOUNT,The value in this field represents the total copay dollar amount that a subscriber/member pays the provider at the time of service.  Usually a fixed flat charge per visit based on subscriber health insurance plan.,Claim,Numeric 9(8)V99,10,3949,3958,N,443,N,,
Detail,CLAIM_DEDUCTIBLE_AMOUNT,The value in this field represents the total deductible dollar amount paid by the subscriber/member on a claim in order to satisfy the annual health plan deductible.,Claim,Numeric 9(8)V99,10,3959,3968,N,444,N,,
Detail,CLAIM_DISALLOWED_AMOUNT,"The value in this field represents the total amount that is disallowed and will NOT be considered in the payment by the client, non billable to the subscriber/member.",Claim,Numeric 9(8)V99,10,3969,3978,N,445,N,,
Detail,CLAIM_PATIENT_LIABILITY_AMOUNT,The value in this field represents the total patient liability amount (Coinsurance + Copay + Deductible) for a claim.,Claim,Numeric 9(8)V99,10,3979,3988,N,446,N,,
Detail,CLAIM_COB_AMOUNT,The value in this field represents the dollar allowance for a procedure or service paid for by the primary insurer.,Claim,Numeric 9(8)V99,10,3989,3998,N,447,N,,
Detail,CLAIM_COB_ALLOWED_AMOUNT,The value in this field represents the dollar allowance for a procedure or service paid by other insurance.,Claim,Numeric 9(8)V99,10,3999,4008,N,448,N,,
Detail,CLAIM_COB_COINSURANCE_AMOUNT,The value in this field represents the amount paid by the insured based on a percentage of total cost.,Claim,Numeric 9(8)V99,10,4009,4018,N,449,N,,
Detail,CLAIM_COB_PAID_AMOUNT,The value in this field represents the other insurance payment applied to the claim.,Claim,Numeric 9(8)V99,10,4019,4028,N,450,N,,
Detail,CLAIM_COB_DEDUCT_AMOUNT,The value in this field represents the dollar amount the subscriber is liable for before other insurance is paid.,Claim,Numeric 9(8)V99,10,4029,4038,N,451,N,,
Detail,PATIENT_RESP_AMOUNT,"The value in this field is the amount due by the patient.  (2300, AMT01)",Claim,Numeric 9(8)V99,10,4039,4048,N,452,N,,
Detail,CLAIM_PAID_DATE,"The value in this field represents the date of final adjudication or payment on preliminary analysis file, all history files (FILE_TYPE = H) and Inpatient retro TBA files (FILE_INDICATOR = R).  For file types where claims have not been finalized, this value is not required.  If not required, this field should be populated with the file run date.",Claim,"Date
YYYYMMDD",8,4049,4056,N,453,N,,
Detail,CLAIM_CHECK_PAID_DATE,Date of the remittance number (voucher/check number).,Claim,"Date
YYYYMMDD",8,4057,4064,N,454,N,,
Detail,PAID_TO_CODE,"Who the claim was paid out to. Valid values are: P = Provider, S = Subscriber",Claim,Text,1,4065,4065,N,455,N,,
Detail,PAYMENT_STATUS,"The value in this field indicates the Claim header level payment status of the service. Valid values are: Paid, Denied, Pending, Reversed, Adjusted
Required for CV.",Claim,Text,20,4066,4085,N,456,N,,
Detail,CLAIM_CAPITATION_INDICATOR,"Indicates if the claim was paid under a capitation agreement. Valid values are:
1 = Capitated Provider
0 = Non-Capitated Provider",Claim,Text,1,4086,4086,N,457,N,,
Detail,DRG_INDICATOR_YN,"The value in this field defines whether or not the claim is eligible to be paid  based on DRG or was paid based on a DRG. If  DRG eligible or payment was DRG based, 'Y' is to be submitted. If not, then 'N'.",Claim,Text,1,4087,4087,N,458,N,,
Detail,PRIOR_PAYMENT_AMOUNT,"The value in this field represents any prior payments.  (2320, AMT02)",Claim,Numeric 9(8)V99,10,4088,4097,N,459,N,,
Detail,CLAIM_FEE_SCHEDULE_AMOUNT,"This field stores the claim level fee schedule amount, as defined in the provider's contract.",Claim,Numeric 9(8)V99,10,4098,4107,N,460,N,,
Detail,CLAIM_FEE_SCHEDULE_CODE,Client note to indicate the type of pricing (fee schedule) used for the claim.,Claim,Text,25,4108,4132,N,461,N,,
Detail,CLAIM_REIMBURSE_TYPE_CODE,This field represents the pricing methodology used to pay the claim. Typically this would be an Inpatient service paid at the claim level.,Claim,Text,20,4133,4152,N,462,N,,
Detail,MEDICARE_SERVICE_FEE_AMOUNT,This field represents the MCA fee schedule amount.,Line,Numeric 9(8)V99,10,4153,4162,N,463,N,,
Detail,PATIENT_PLAN_CODE,This field represents the member's benefit plan code on the client's system at the time of service.,Claim,Text,20,4163,4182,N,464,N,,
Detail,PER_CASE_RATE_AMOUNT,This field represents the contractual amount associated with the Case Rate for this claim.,Claim,Numeric 9(8)V99,10,4183,4192,N,465,N,,
Detail,PER_DIEM_RATE_AMOUNT,This field represents the contractual amount associated with the Per Diem for this claim.,Claim,Numeric 9(8)V99,10,4193,4202,N,466,N,,
Detail,PER_DIEM_WEIGHTED_AMOUNT,"This field represents the per diem weight used to multiply against the base rate, as defined in the provider's contract.",Claim,Numeric 9(8)V99,10,4203,4212,N,467,N,,
Detail,WHOLE_CLAIM_PRICING_LINE_YN,The value in this field indicates whether the claim lines were bundled to pay based on whole claim pricing.,Claim,Text,1,4213,4213,N,468,N,,
Detail,OTHER_INSURANCE_INDICATOR,"Other Insurance Indicator that determines if other insurance is being used for payment on a claim. Valid values are:
0 = Other insurance did not pay on Claim
1 = Other insurance paid on Claim",Claim,Text,1,4214,4214,N,469,N,,
Detail,COORDINATED_BENEFITS_YN,The value in this field indicates if a third party payment has been made on the claim related to Coordination of Benefits (COB). A 'Y' value indicates a third party payment has been made.,Claim,Text,1,4215,4215,N,470,N,,
Detail,BYPASS_CODE,"This field supplies the client with greater control over the processing of specific claims. Should the client decide that they do not want certain claims to have logic applied for specific edit types, the bypass code can be applied on the claim line.  If bypass codes are not used by the client, the field should be defaulted to 0.",Line,Numeric,20,4216,4235,N,471,N,,
Detail,PAYER_BYPASS_CODE,The Payer Bypass allows for greater flexibility in payment policy application.  The use of this field must be discussed with the Implementation Services Director to ensure appropriateness and correct implementation.,Line,Numeric,20,4236,4255,N,472,N,,
Detail,AUDIT_BYPASS_CODE,"This field supplies the client with greater control over the processing of specific claims. Should the client decide that they do not want certain claims to have logic applied for specific selection rules, the bypass code can be applied on the claim line.  If bypass codes are not used by the client, the field should be defaulted to zeros. Applicable to Claim Type = 'D' or 'H'.",Claim,Numeric,20,4256,4275,N,473,N,,
Detail,PAR_FLAG,"The value in this field represents the status of the Provider of Service in relation to the Health Plan. Valid values are ‘Y’ for participating or contracted or ‘N’ for Not participating or contracted (if participating status is not available, default with ‘Y’). Required for CV.",Line,Text,1,4276,4276,N,474,N,,
Detail,EDIT_0_ALLOWED_YN,"As a default, $0 allowed lines are not considered for editing purposes.  This flag can be used to override this filter and consider a line with a $0 allowed amount for editing in TBA and use as historical reference for future editing.  Valid Values are:
Null – lines with a zero allowed amount reflecting a denial (default)
N –  zero charge and allowed lines that should not be considered for editing (default)
Y – zero charge and allowed lines that should be considered for editing (override)",Line,Text,1,4277,4277,N,475,N,,
Detail,ZERO_CHG_LINE_SEQ,"This field identifies the “rolled to” line that contains applicable charges for zero charge surgery lines.  If a zero charge line is edited, a payment variance will be calculated and invoiced to the “rolled to” line on this claims as indicated by this line sequence.",Line,Numeric,4,4278,4281,N,476,N,,
Detail,ZERO_CHG_SCHED_AMOUNT,This field contains the fee schedule amount for a zero charge surgery line.  This amount will be utilized for estimation and overlook reporting.,Line,Numeric 9(8)V99,10,4282,4291,N,477,N,,
Detail,DATE_RECEIVED_CLIENT,The value in this field represents the date the claim was received by the client. This field is required if Timely Filing Policies are being applied. Required for CV.,Claim,"Date
YYYYMMDD",8,4292,4299,N,478,N,,
Detail,DATE_ADJUDICATED,The value in this field represents the date the claim was adjudicated by the client. Required for CV.,Claim,"Date
YYYYMMDD",8,4300,4307,N,479,N,,
Detail,CLAIM_APPROVED_BY,The value in this field represents the unique identifier for the person (in the client organization) who approved the claim.,Claim,Text,15,4308,4322,N,480,N,,
Detail,LETTER_PLAN_CODE,"The value in this field will be used by the letter generation module to determine which letter templates, logos and signatures should be printed. The client must provide valid values and related logos/signatures for this data element.",Claim,Text,6,4323,4328,N,481,N,,
Detail,CLAIM_ID_ORIG,"This area is for the Original Claim ID.  This would ONLY be used in the cases where Claim ID’s are changed for an adjustment and the client has the means to link the Original Claim ID to the Current Claim ID.  (2300, REF02)",Claim,Text,25,4329,4353,Y,482,Y,,
Detail,LINE_SEQ_ORIG,"The original line sequence is used to more accurately report payment variance and invoice data for edited TBA lines that are returned in history with one or multiple different line sequence numbers.  It links newly created lines back to the original line number that generated the change recommendation.  (2400, REF02)",Line,Numeric,4,4354,4357,N,483,N,,
Detail,GROUP_ID,"The value in this field represents the Employer Group Number for the patient’s claim.  This field is used for reporting purposes only.  (2000B, SBR03)",Claim,Text,15,4358,4372,N,484,N,,
Detail,GROUP_NAME,The value in this field represents the Employer Group Name for the patient's claim.,Claim,Text,60,4373,4432,N,485,N,,
Detail,RISK_POOL,"The value submitted in this field defines the risk pool associated with the group the member belongs to.  Expected value examples are; ASO, Fully Insured, Large Group Self Funded, Large Group Fully Insured, etc.  These values will be pulled from the appropriate client database for reporting purposes.",Claim,Text,60,4433,4492,N,486,N,,
Detail,CLAIM_DENIAL_REASON_CODE,"The value in this field is a claim-level reason code assigned by the client.  It represents the reason a claim was denied.  Values will be agreed to during the implementation project, if applicable.",Claim,Text,10,4493,4502,N,487,N,,
Detail,MORTALITY_RISK,"The value in this field represents the risk of mortality (ROM) subclass submitted by the provider. Valid values are:
1 = Minor
2 = Moderate
3 = Major
4 = Extreme",Claim,Text,2,4503,4504,N,488,N,,
Detail,BIRTH_WEIGHT,The value in this field represents an infant’s birth weight in grams.,Claim,Numeric,6,4505,4510,N,489,N,,
Detail,ALC_DAYS,The value in this field represents the alternative level of care (ALC) days associated with an inpatient stay.,Claim,Numeric,4,4511,4514,N,490,N,,
Detail,ALC_AMOUNT,The value in this field represents the dollar amount associated with alternative level of care (ALC) days for an inpatient stay.,Claim,Numeric 9(8)V99,10,4515,4524,N,491,N,,
Detail,PAYER_ORGANIZATION_NAME,"Payer Name associated with the Payer Short submitted on the claim. (2010BB, NM101)",Claim,Text,60,4525,4584,N,492,N,,
Detail,PAYER_ADDRESS_01,"The first line of the Payer's Address. (2010BB, N301)",Claim,Text,55,4585,4639,N,493,N,,
Detail,PAYER_ADDRESS_02,"The second line of the Payer's Address (2010BB, N302)",Claim,Text,55,4640,4694,N,494,N,,
Detail,PAYER_CITY,"Payer City Name (2010BB, N401)",Claim,Text,30,4695,4724,N,495,N,,
Detail,PAYER_STATE,"Payer State or Province Code (2010BB, N402)",Claim,Text,2,4725,4726,N,496,N,,
Detail,PAYER_ZIP,"Payer Postal Zone or ZIP Code (2010BB, N403)",Claim,Text,5,4727,4731,N,497,N,,
Detail,PAYER_ZIP_PLUS_FOUR,"Payer Postal Zone or ZIP Code  (2010BB, N403)",Claim,Text,4,4732,4735,N,498,N,,
Detail,PAYER_COUNTRY,"Country Code (2010BB, N404)",Claim,Text,3,4736,4738,N,499,N,,
Detail,PAYER_COUNTRY_SUBDIVISION,"Country Subdivision Code (2010BB, N407)",Claim,Text,3,4739,4741,N,500,N,,
Detail,SUB_CLAIM_FILING_CODE,"The claim filing indicator is a CMS value that identifies the type of insurance for the submitted claim.  This is not to be confused with the CLAIM_TYPE in this layout. Expected values are found on a separate tab. (1000B, SBR09)",Claim,Text,2,4742,4743,N,501,N,,
Detail,SUB_LAST_NAME,"The value in this field represents the subscriber’s last name and  will be the same value as submitted in PATIENT_LAST_NAME when the subscriber is the patient.  (Subscriber:  2010BA, NM103)",Claim,Text,60,4744,4803,Y,502,Y,,
Detail,SUB_FIRST_NAME,"The value in this field represents the subscriber’s first name  and  will be the same value as submitted in PATIENT_FIRST_NAME when the subscriber is the patient.   (Subscriber:  2010BA, NM104)",Claim,Text,35,4804,4838,Y,503,Y,,
Detail,SUB_MIDDLE_NAME,"The value in this field represents the subscriber's middle name  and  will be the same value as submitted in PATIENT_MIDDLE_NAME when the subscriber is the patient. This is required by CMS when needed to identify the individual. (Subscriber: 2010BA, NM105)",Claim,Text,25,4839,4863,Y,504,Y,,
Detail,SUB_NAME_SUFFIX,"The value in this field represents the suffix attached to the subscriber's name and will be the same value as submitted in PATIENT_FIRST_NAME when the subscriber is the patient.  This is required by CMS when needed to identify the individual. (Subscriber: 2010BA, NM105)",Claim,Text,10,4864,4873,Y,505,Y,,
Detail,SUB_ADDRESS_01,"The value in this field represents the first line of the subscriber's address.  This value will be the same value as submitted in PATIENT_ADDRESS_01 when the subscriber is the patient.  (2010BA, N301)",Claim,Text,55,4874,4928,Y,506,Y,,
Detail,SUB_ADDRESS_02,"The value in this field represents the second line of the subscriber's address.  This value will be the same value as submitted in PATIENT_ADDRESS_02 when the subscriber is the patient.   (2010BA, N302)",Claim,Text,55,4929,4983,Y,507,Y,,
Detail,SUB_CITY,"The value in this field represents the city of the subscriber's address. This value will be the same value as submitted in PATIENT_CITY when the subscriber is the patient.  (2010BA, N401)",Claim,Text,30,4984,5013,Y,508,Y,,
Detail,SUB_STATE,"The value in this field represents the state of the subscriber's address.  This value will be the same value as submitted in PATIENT_STATE when the subscriber is the patient.  (2010BA, N402)",Claim,Text,2,5014,5015,Y,509,Y,,
Detail,SUB_ZIP,"The value in this field represents the postal ZIP code associated with the subscriber's address.  The value is the basic five digit ZIP code and will be the same value as submitted in PATIENT_ZIP when the subscriber is the patient.    (2010BA, N403)",Claim,Text,5,5016,5020,Y,510,Y,,
Detail,SUB_ZIP_PLUS_FOUR,"The value in this field represents the four digit add-on code for the expanded ZIP code associated with the subscriber's address.  The value is four digits and will be the same value as submitted in PATIENT_ZIP_PLUS_FOUR when the subscriber is the patient.  (2010BA, N403)",Claim,Text,4,5021,5024,Y,511,Y,,
Detail,SUB_COUNTRY,"The value in this field represents the country of the subscriber's  address.  This value will be the same value as submitted in PATIENT_COUNTY when the subscriber is the patient.   (2010BA, N404)",Claim,Text,3,5025,5027,Y,512,Y,,
Detail,SUB_COUNTRY_SUBDIVISION,"The value in this field represents the country subdivision code for the subscriber's address and only used for international addresses.  This value will be the same value as submitted in PATIENT_COUNTRY_SUBDIVISION when the subscriber is the patient.  (2010BA, N404)",Claim,Text,3,5028,5030,N,513,N,,
Detail,SUB_DOB,"This field represents the subscriber’s date of birth and will be the same value as submitted in PATIENT_DOB when the subscriber is the patient.  (2010BA, DMG02)",Claim,"Date
YYYYMMDD",8,5031,5038,Y,514,Y,,
Detail,SUB_GENDER_ID,"The value in this field represents the subscriber’s gender.  This value will be the same value as submitted in PATIENT_DOB when the subscriber is the patient.  Recommended values are M for Male, F for Female and U for Unknown.  (Subscriber:  2010BA, DMG03)",Claim,Text,10,5039,5048,Y,515,Y,,
Detail,SUB_SSN,"The value in this field represents the subscriber’s social security number.  (2010BA, REF02)",Claim,Text,9,5049,5057,N,516,,,
Detail,PATIENT_ADDRESS_01,"The value in this field represents the first line of the patient's address.  This value will be the same value as submitted in SUB_ADDRESS_01 when the patient is the subscriber.  (2010BA, N301) or (2010CA, N301)",Claim,Text,55,5058,5112,Y,517,Y,,
Detail,PATIENT_ADDRESS_02,"The value in this field represents the second line of the patient's address.  This value will be the same value as submitted in SUB_ADDRESS_02 when the patient is the subscriber.  (2010BA, N302) or (2010CA, N302)",Claim,Text,55,5113,5167,Y,518,Y,,
Detail,PATIENT_CITY,"The value in this field represents the city of the patient's address. This value will be the same as SUB_CITY when the patient is the subscriber. (2010BA, N401) or (2010CA, N401)",Claim,Text,30,5168,5197,Y,519,Y,,
Detail,PATIENT_STATE,"The value in this field represents the state of the patient's address.  This value will be the same value as  submitted in SUB_STATE when the patient is the subscriber. (2010BA, N402) or  (2010CA, N402)",Claim,Text,2,5198,5199,Y,520,Y,,
Detail,PATIENT_ZIP,"The value in this field represents the postal ZIP code associated with the patient's address.  This value will be the same value as  submitted in SUB_ZIP when the patient is the subscriber. (2010BA, N403) or (2010CA, N403)",Claim,Text,5,5200,5204,Y,521,Y,,
Detail,PATIENT_ZIP_PLUS_FOUR,"The value in this field represents the four digit add-on code for the expanded ZIP code associated with the patient's address.   This value will be the same value submitted in SUB_ZIP_PLUS_FOUR when the patient is the subscriber.  (2010BA, N403) or (2010CA, N403)",Claim,Text,4,5205,5208,Y,522,Y,,
Detail,PATIENT_COUNTRY,"The value in this field represents the country of the patient's  address. This value will be the same value as  submitted in SUB_COUNTRY when the patient is the subscriber.   (2010BA, N404) or (2010CA, N404)",Claim,Text,3,5209,5211,Y,523,Y,,
Detail,PATIENT_COUNTRY_SUBDIVISION,"The value in this field represents the country subdivision code for the patient's address and only used for international addresses. his value will be the same value as  submitted in SUB_COUNTRY_SUBDIVISION when the patient is the subscriber.  (2010BA, N404) or (2010CA, N404)",Claim,Text,3,5212,5214,N,524,N,,
Detail,RETIRED_INDICATOR,The value in this field indicates whether or not the member is a retiree. Expected values are ‘Y’ for Retiree or ‘N’ for Not Retired.,Claim,Text,1,5215,5215,N,525,N,,
Detail,PAY_TO_ENTITY_TYPE,"This series of fields represent the pay-to-entity and is reported when the address for payment is different than that of the Billing Provider.  Valid Value is:  'E' = Other Entity or Facility.  CMS allows only a non-person entity for this field.  (2010AB, NM102)",Claim,Text,1,5216,5216,N,526,N,,
Detail,PAY_TO_ORGANIZATION_NAME,This field represents the organization name for the pay-to entity.,Claim,Text,60,5217,5276,N,527,N,,
Detail,PAY_TO_ADDRESS_01,"The value in this field represents the first line of the pay-to entity's address. This field only contains address information when different from the Billing Provider Address. (2010AB, NM301)",Claim,Text,55,5277,5331,Y,528,Y,,
Detail,PAY_TO_ADDRESS_02,"The value in this field represents the second line of the pay-to entity's address. This field only contains address information when different from the Billing Provider Address.  (2010AB, N302)",Claim,Text,55,5332,5386,Y,529,Y,,
Detail,PAY_TO_CITY,"The value in this field represents the city of the pay-to entity's address.  (2010AB, N401)",Claim,Text,30,5387,5416,Y,530,Y,,
Detail,PAY_TO_STATE,"The value in this field represents the state of the pay-to entity's address.  (2010AB, N402)",Claim,Text,2,5417,5418,Y,531,Y,,
Detail,PAY_TO_ZIP,"The value in this field represents the postal ZIP code for the pay-to entity.  The value is the basic five digit ZIP code.   (2010AB, N403)",Claim,Text,5,5419,5423,Y,532,Y,,
Detail,PAY_TO_ZIP_PLUS_FOUR,"The value in this field represents the four digit add-on code for the expanded ZIP code.  The value is four digits.   (2010AB, N403)",Claim,Text,4,5424,5427,Y,533,Y,,
Detail,PAY_TO_COUNTRY,"The value in this field represents the country of the pay-to entity's  address.  (2010AB, N404)",Claim,Text,3,5428,5430,Y,534,Y,,
Detail,PAY_TO_COUNTRY_SUBDIVISION,"The value in this field represents the country subdivision code for the pay-to entity's address.  This is only used for international addresses.(2010AB, N407)",Claim,Text,3,5431,5433,N,535,N,,
Detail,ATTENDING_PROVIDER_ID,"The value in this field represents the attending provider at the  facility where services are rendered.  This number is the identification number unique to the provider in the client’s system.  (2310A, REF02)",Claim,Text,25,5434,5458,N,536,N,,
Detail,ATTENDING_TAXGROUP_ID,"The value in this field represents the provider's tax identification number. This number represents the attending provider or facility.  (2310A, REF02)",Claim,Text,9,5459,5467,N,537,N,,
Detail,ATTENDING_NPI,"The value in this field represents the CMS National Provider Identifier (NPI) for the attending provider.  Default to spaces if value is not available. (2310A, NM109)",Claim,Numeric,10,5468,5477,Y,538,Y,,
Detail,ATTENDING_STATE_LICENSE,"The value in this field represents the Sate License number for the attending provider.  A non-zero value is required.  (2310A, REF02)",Claim,Text,10,5478,5487,N,539,N,,
Detail,ATTENDING_SPECIALTY_CODE,"The value in this field represents the specialty of the attending provider, as defined in the client's claim system. (2310, PRV03)",Claim,Text,10,5488,5497,N,540,N,,
Detail,ATTENDING_TAXONOMY_CODE,Industry standard taxonomy code of the attending provider used by CMS and sourced by the National Uniform Claim Committee. A list of taxonomy codes is available via http://www.wpc-edi.com/reference/codelists/healthcare/health-care-provider-taxonomy-code-set/.,Claim,Text,50,5498,5547,Y,541,Y,,
Detail,ATTENDING_ENTITY_TYPE,"Expected Values are:  'P' = Person  (2310A, NM102)",Claim,Text,1,5548,5548,N,542,N,,
Detail,ATTENDING_LAST_NAME,"The value in this field represents the attending provider’s last name.  (2310A, NM103)",Claim,Text,60,5549,5608,Y,543,Y,,
Detail,ATTENDING_FIRST_NAME,"The value in this field represents the attending provider’s first name.  (2310A, NM104)",Claim,Text,35,5609,5643,Y,544,Y,,
Detail,ATTENDING_MIDDLE_NAME,"The value in this field represents the attending provider’s middle name.  (2310A, NM105)",Claim,Text,25,5644,5668,Y,545,Y,,
Detail,ATTENDING_NAME_SUFFIX,"The value in this field represents the attending provider's suffix, as required.  (2310A, NM107)",Claim,Text,10,5669,5678,Y,546,Y,,
Detail,OPERATING_PROVIDER_ID,"The value in this field represents the operating provider at the  facility where services are rendered.  This number is the identification number unique to the provider in the client’s system.  (2310B, REF02)",Claim,Text,25,5679,5703,N,547,N,,
Detail,OPERATING_TAXGROUP_ID,"The value in this field represents the provider's tax identification number. This number represents the operating provider.  (2310B, REF02)",Claim,Text,9,5704,5712,N,548,N,,
Detail,OPERATING_NPI,"The value in this field represents the CMS National Provider Identifier (NPI) for the operating provider. Default to spaces if value is not available.  (2310B, NM109)",Claim,Numeric,10,5713,5722,N,549,N,,
Detail,OPERATING_STATE_LICENSE,"The value in this field represents the Sate License number for the operating provider.  A non-zero value is required.  (2310B, REF02)",Claim,Text,10,5723,5732,N,550,N,,
Detail,OPERATING_SPECIALTY_CODE,"The value in this field represents the specialty of the operating provider, as defined in the client's claim system.",Claim,Text,10,5733,5742,N,551,N,,
Detail,OPERATING_TAXONOMY_CODE,Industry standard taxonomy code of the operating provider used by CMS and sourced by the National Uniform Claim Committee. A list of taxonomy codes is available via http://www.wpc-edi.com/reference/codelists/healthcare/health-care-provider-taxonomy-code-set/.,Claim,Text,50,5743,5792,N,552,N,,
Detail,OPERATING_ENTITY_TYPE,"Expected Values are:  'P' = Person (2310B, NM102)",Claim,Text,1,5793,5793,N,553,N,,
Detail,OPERATING_LAST_NAME,"The value in this field represents the operating provider’s last name.  (2310B, NM103)",Claim,Text,60,5794,5853,N,554,N,,
Detail,OPERATING_FIRST_NAME,"The value in this field represents the operating provider’s first name and applies to Outpatient claims only.  (2310B, NM104)",Claim,Text,35,5854,5888,N,555,N,,
Detail,OPERATING_MIDDLE_NAME,"The value in this field represents the operating provider’s middle name and applies to Outpatient claims only.  (2310B, NM105)",Claim,Text,25,5889,5913,N,556,N,,
Detail,OPERATING_NAME_SUFFIX,"The value in this field represents the operating provider's suffix, as required.  (2310B, NM107)",Claim,Text,10,5914,5923,N,557,N,,
Detail,OTHER_OPERATING_PROVIDER_ID,"The value in this field represents the other operating provider at the  facility where services are rendered.  This number is the identification number unique to the provider in the client’s system.  (2310C, REF02)",Claim,Text,25,5924,5948,N,558,N,,
Detail,OTHER_OPERATING_TAXGROUP_ID,"The value in this field represents the provider's tax identification number. This number represents the other operating provider.  (2310C, REF02)",Claim,Text,9,5949,5957,N,559,N,,
Detail,OTHER_OPERATING_NPI,"The value in this field represents the CMS National Provider Identifier (NPI) for the other operating provider.  Default to spaces if value is not available. (2310C, NM109)",Claim,Numeric,10,5958,5967,Y,560,Y,,
