EDI LoopID.Segment,EDI Data Element Name,EDI Element Description,Usage,Enumeration Values,Sample values,Mapped to XSD element,HRP Element Description,Transformation Logic,Comments /Needs to review,
2330B.REF02,Reference Identification,Reference information as defined for a particular Transaction Set or as specified by the Reference Identification Qualifier,R,,,,,,,
Segment - REF Other Payer Referral Number (Situational),,,,,,,,,,
2330B.REF01,Reference Identification Qualifier,Code qualifying the Reference Identification,R,9F : Referral Number,,,,,,
2330B.REF02,Reference Identification,Reference information as defined for a particular Transaction Set or as specified by the Reference Identification Qualifier,R,,,,,,,
Segment - REF Other Payer Claim Adjustment Indicator (Situational),,,,,,,,,,
2330B.REF01,Reference Identification Qualifier,Code qualifying the Reference Identification,R,T4 : Signal Code,,,,,,
2330B.REF02,Reference Identification,Reference information as defined for a particular Transaction Set or as specified by the Reference Identification Qualifier,R,,,,,,,
Segment - REF Other Payer Claim Control Number (Situational),,,,,,,,,,
2330B.REF01,Reference Identification Qualifier,Code qualifying the Reference Identification,R,F8 : Original Reference Number,,,,,,
2330B.REF02,Reference Identification,Reference information as defined for a particular Transaction Set or as specified by the Reference Identification Qualifier,R,,,institutionalClaimIBRequestRoot/institutionalClaimIBRequest/institutionalClaimSubmitRequestRecordList/institutionalClaimSubmitRequestRecord/institutionalClaim/invoiceAttachments/invoiceAttachment/eobAttachment/eobClaimID,,,,
Loop 2330C (Situational),,,,,,,,,,
Segment - NM1 Other Payer Attending Provider (Situational),,,,,,,,,,
2330C.NM101,Entity Identifier Code,"Code identifying an organizational entity, a physical location, property or an
individual",R,71 : Attending Physician,,,,,,
2330C.NM102,Entity Type Qualifier,Code qualifying the type of entity,R,1 :Person,,,,,,
Segment - REF Other Payer Attending Provider Secondary Identification (Required),,,,,,,,,,
2330C.REF01,Reference Identification Qualifier,Code qualifying the Reference Identification,R,"0B :State License Number
1G: Provider UPIN Number
1555
G2 :Provider Commercial Number
LU Location Number",,,,,,
2330C.REF02,Reference Identification,Reference information as defined for a particular Transaction Set or as specified by the Reference Identification Qualifier,R,,,,,,,
Loop 2330D (Situational),,,,,,,,,,
Segment - NM1 Other Payer Operating Physician (Situational),,,,,,,,,,
2330D.NM101,Entity Identifier Code,"Code identifying an organizational entity, a physical location, property or an
individual",R,,,,,,,
2330D.NM102,Entity Type Qualifier,Code qualifying the type of entity,R,,,,,,,
Segment - REF Other Payer Operating Physician Secondary Identification (Required),,,,,,,,,,
2330D.REF01,Reference Identification Qualifier,Code qualifying the Reference Identification,R,,,,,,,
2330D.REF02,Reference Identification,Reference information as defined for a particular Transaction Set or as specified by the Reference Identification Qualifier,R,,,,,,,
Loop 2330E (Situational),,,,,,,,,,
Segment - NM1 Other Payer Other Operating Physician (Situational),,,,,,,,,,
2330E.NM101,Entity Identifier Code,"Code identifying an organizational entity, a physical location, property or an
individual",R,,,,,,,
2330E.NM102,Entity Type Qualifier,Code qualifying the type of entity,R,,,,,,,
Segment - REF Other Payer Other Operating Physician Secondary Identification (Required),,,,,,,,,,
2330E.REF01,Reference Identification Qualifier,Code qualifying the Reference Identification,R,,,,,,,
2330E.REF02,Reference Identification,Reference information as defined for a particular Transaction Set or as specified by the Reference Identification Qualifier,R,,,,,,,
Loop 2330F (Situational),,,,,,,,,,
Segment - NM1 Other Payer Service Facility Location (Situational),,,,,,,,,,
2330F.NM101,Entity Identifier Code,"Code identifying an organizational entity, a physical location, property or an
individual",R,,,,,,,
2330F.NM102,Entity Type Qualifier,Code qualifying the type of entity,R,,,,,,,
Segment - REF Other Payer Service Facility Location Identification (Required),,,,,,,,,,
2330F.REF01,Reference Identification Qualifier,Code qualifying the Reference Identification,R,,,,,,,
2330F.REF02,Reference Identification,Reference information as defined for a particular Transaction Set or as specified by the Reference Identification Qualifier,R,,,,,,,
Loop 2330G (Situational),,,,,,,,,,
Segment - NM1 Other Payer Rendering Provider Name (Situational),,,,,,,,,,
2330G.NM101,Entity Identifier Code,"Code identifying an organizational entity, a physical location, property or an
individual",R,,,,,,,
2330G.NM102,Entity Type Qualifier,Code qualifying the type of entity,R,,,,,,,
Segment - REF Other Payer Rendering Provider Secondary Identification (Required),,,,,,,,,,
2330G.REF01,Reference Identification Qualifier,Code qualifying the Reference Identification,R,,,,,,,
2330G.REF02,Reference Identification,Reference information as defined for a particular Transaction Set or as specified by the Reference Identification Qualifier,R,,,,,,,
Loop - 2330H (Situational),,,,,,,,,,
Segment - NM1 Other Payer Referring Provider (Situational),,,,,,,,,,
2330H.NM101,Entity Identifier Code,"Code identifying an organizational entity, a physical location, property or an
individual",R,,,,,,,
2330H.NM102,Entity Type Qualifier,Code qualifying the type of entity,R,,,,,,,
Segment - REF Other Payer Referring Provider Secondary Identification (Required),,,,,,,,,,
2330H.REF01,Reference Identification Qualifier,Code qualifying the Reference Identification,R,,,,,,,
2330H.REF02,Reference Identification,Reference information as defined for a particular Transaction Set or as specified by the Reference Identification Qualifier,R,,,,,,,
Loop - 2330I (Situational),,,,,,,,,,
Segment - NM1 Other Payer Billing Provider (Situational),,,,,,,,,,
2330I.NM101,Entity Identifier Code,"Code identifying an organizational entity, a physical location, property or an
individual",R,,,,,,,
2330I.NM102,Entity Type Qualifier,Code qualifying the type of entity,R,,,,,,,
Segment - REF Other Payer Billing Provider Secondary Identification (Required),,,,,,,,,,
2330I.REF01,Reference Identification Qualifier,Code qualifying the Reference Identification,R,,,,,,,
2330I.REF02,Reference Identification,Reference information as defined for a particular Transaction Set or as specified by the Reference Identification Qualifier,R,,,,,,,
Loop 2400 (Required),,,,,,,,,,
Segment - LX Service Line Number (Required),,,,,,,,,,
2400.LX01,Assigned Number,Number assigned for differentiation within a transaction set,R,1,,institutionalClaimIBRequestRoot/institutionalClaimIBRequest/institutionalClaimSubmitRequestRecordList/institutionalClaimSubmitRequestRecord/institutionalClaim/institutionalServiceLineItem/serviceLine/originalLineNumber,Original claim line number,,,
,,,,,,institutionalClaimIBRequestRoot/institutionalClaimIBRequest/institutionalClaimSubmitRequestRecordList/institutionalClaimSubmitRequestRecord/institutionalClaim/invoiceAttachments/invoiceAttachment/eobAttachment/submittedEobPaymentInformation/lineEobInformation/hccClaimLineNumber,Claim line number,,,
Segment - SV2 Institutional Service Line (Required),,,,,,,,,,
2400.SV201,Product/Service ID,Identifying number for a product or service,R,0900,,institutionalClaimIBRequestRoot/institutionalClaimIBRequest/institutionalClaimSubmitRequestRecordList/institutionalClaimSubmitRequestRecord/institutionalClaim/institutionalServiceLineItem/serviceLine/revenueCode,Revenue Code,,,
2400.SV202,"COMPOSITE MEDICAL PROCEDURE
IDENTIFIER","To identify a medical procedure by its standardized codes and applicable
modifiers",S,,,,,,,
2400.SV202.01,Product/Service ID Qualifier,"Code identifying the type/source of the descriptive number used in
Product/Service ID",R,"HC :Health Insurance Prospective Payment System
(HIPPS) Skilled Nursing Facility Rate Code",,,,,,
2400.SV202.02,Product/Service ID,Identifying number for a product or service,R,H0023,,institutionalClaimIBRequestRoot/institutionalClaimIBRequest/institutionalClaimSubmitRequestRecordList/institutionalClaimSubmitRequestRecord/institutionalClaim/institutionalServiceLineItem/serviceLine/serviceCode,Service Code associated with the claim line,,,
2400.SV202.03,Procedure Modifier,"This identifies special circumstances related to the performance of the
service, as defined by trading partners",S,HE,,institutionalClaimIBRequestRoot/institutionalClaimIBRequest/institutionalClaimSubmitRequestRecordList/institutionalClaimSubmitRequestRecord/institutionalClaim/institutionalServiceLineItem/serviceLine/institutionalClaimServiceModifier/modifierCode,Modifier Code,,,
2400.SV202.04,Procedure Modifier,"This identifies special circumstances related to the performance of the
service, as defined by trading partners",S,HT,,institutionalClaimIBRequestRoot/institutionalClaimIBRequest/institutionalClaimSubmitRequestRecordList/institutionalClaimSubmitRequestRecord/institutionalClaim/institutionalServiceLineItem/serviceLine/institutionalClaimServiceModifier/modifierCode,Modifier Code,,,
2400.SV202.05,Procedure Modifier,"This identifies special circumstances related to the performance of the
service, as defined by trading partners",S,,,institutionalClaimIBRequestRoot/institutionalClaimIBRequest/institutionalClaimSubmitRequestRecordList/institutionalClaimSubmitRequestRecord/institutionalClaim/institutionalServiceLineItem/serviceLine/institutionalClaimServiceModifier/modifierCode,Modifier Code,,,
2400.SV202.06,Procedure Modifier,"This identifies special circumstances related to the performance of the
service, as defined by trading partners",S,,,institutionalClaimIBRequestRoot/institutionalClaimIBRequest/institutionalClaimSubmitRequestRecordList/institutionalClaimSubmitRequestRecord/institutionalClaim/institutionalServiceLineItem/serviceLine/institutionalClaimServiceModifier/modifierCode,Modifier Code,,,
2400.SV202.07,Description,"A free-form description to clarify the related data elements and their
content",S,,,institutionalClaimIBRequestRoot/institutionalClaimIBRequest/institutionalClaimSubmitRequestRecordList/institutionalClaimSubmitRequestRecord/institutionalClaim/institutionalServiceLineItem/serviceLine/serviceDescription,,,PSD#1640,
2400.SV203,Monetary Amount,Monetary Amount,R,200,,institutionalClaimIBRequestRoot/institutionalClaimIBRequest/institutionalClaimSubmitRequestRecordList/institutionalClaimSubmitRequestRecord/institutionalClaim/institutionalServiceLineItem/serviceLine/eobPaymentInformation/billedAmount,Billed amount,,,
,,,,,,institutionalClaimIBRequestRoot/institutionalClaimIBRequest/institutionalClaimSubmitRequestRecordList/institutionalClaimSubmitRequestRecord/institutionalClaim/institutionalServiceLineItem/serviceLine/totalChargeAmount,Total charged amount,,,
,,,,,,institutionalClaimIBRequestRoot/institutionalClaimIBRequest/institutionalClaimSubmitRequestRecordList/institutionalClaimSubmitRequestRecord/institutionalClaim/invoiceAttachments/invoiceAttachment/eobAttachment/submittedEobPaymentInformation/lineEobInformation/billedAmount,Billed amount,,,
2400.SV204,Unit or Basis for Measurement Code,"Code specifying the units in which a value is being expressed, or manner in which
a measurement has been taken",R,"DA : Days
UN : Unit",,,,,,
2400.SV205,Quantity,Numeric value of quantity,R,1,,institutionalClaimIBRequestRoot/institutionalClaimIBRequest/institutionalClaimSubmitRequestRecordList/institutionalClaimSubmitRequestRecord/institutionalClaim/institutionalServiceLineItem/serviceLine/serviceUnitCount,Identifies the type of unit,"if decimal point is zero, display as whole number otherwise use fraction",,
2400.SV207,Monetary Amount,Monetary Amount,S,,,institutionalClaimIBRequestRoot/institutionalClaimIBRequest/institutionalClaimSubmitRequestRecordList/institutionalClaimSubmitRequestRecord/institutionalClaim/institutionalServiceLineItem/serviceLine/nonCoveredCharges,Amount of charges not covered,,,
Segment - PWK Line Supplemental Information (Situational),,,,,,,,,,
2400.PWK01,Report Type Code,"Code indicating the title or contents of a document, report or supporting item",R,"03 Report Justifying Treatment Beyond Utilization
Guidelines
04 Drugs Administered
05 Treatment Diagnosis
06 Initial Assessment
07 Functional Goals
08 Plan of Treatment
09 Progress Report
10 Continued Treatment
11 Chemical Analysis
13 Certified Test Report
15 Justification for Admission
21 Recovery Plan
A3 Allergies/Sensitivities Document
A4 Autopsy Report
AM Ambulance Certification
AS Admission Summary
B2 Prescription
B3 Physician Order
B4 Referral Form
BR Benchmark Testing Results
BS Baseline
BT Blanket Test Results
CB Chiropractic Justification
CK Consent Form(s)
CT Certification
D2 Drug Profile Document
DA Dental Models
DB Durable Medical Equipment Prescription
DG Diagnostic Report
DJ Discharge Monitoring Report
DS Discharge Summary
EB Explanation of Benefits (Coordination of Benefits or
Medicare Secondary Payor)
HC Health Certificate
HR Health Clinic Records
I5 Immunization Record",,,,,,
2400.PWK02,Report Transmission Code,"Code defining timing, transmission method or format by which reports are to be
sent",R,"AA Available on Request at Provider Site
179 This means that the additional information is not
being sent with the claim at this time. Instead, it is
available to the payer (or appropriate entity) at their
request.
BM By Mail
EL Electronically Only
180 Indicates that the attachment is being transmitted in
a separate X12 functional group.
EM E-Mail
FT File Transfer
FX: By FAX",,,,,,
2400.PWK05,Identification Code Qualifier,"Code designating the system/method of code structure used for Identification
Code",S,AC Attachment Control Number,,,,,,
2400.PWK06,Identification Code,Code identifying a party or other code,S,,,,,,,
Segment - DTP Date - Service Date (Situational),,,,,,,,,,
2400.DTP01,Date/Time Qualifier,"Code specifying type of date or time, or both date and time",R,472 Service,,,,,,
2400.DTP02,Date Time Period Format Qualifier,Date Time Period Format Qualifier,R,"D8 :Date Expressed in Format CCYYMMDD
RD8 :Range of Dates Expressed in Format CCYYMMDDCCYYMMDD",,,,,No logic there for COA and Careplus,
2400.DTP03,Date Time Period,"Expression of a date, a time, or range of dates, times or dates and times",R,"Expression of a date, a time, or range of dates, times or dates and times",,for end date,,,,
,,,,,,institutionalClaimIBRequestRoot/institutionalClaimIBRequest/institutionalClaimSubmitRequestRecordList/institutionalClaimSubmitRequestRecord/institutionalClaim/institutionalServiceLineItem/serviceLine/serviceDate,Date on which the service occurred,,,
Segment - REF Line Item Control Number (Situational),,,,,,,,,,
2400.REF01,Reference Identification Qualifier,Code qualifying the Reference Identification,R,,,,,,,
2400.REF02,Reference Identification,Reference information as defined for a particular Transaction Set or as specified by the Reference Identification Qualifier,R,,,,,,Whether it will be require tobacktrace or encouter,
Segment - REF Repriced Line Item Reference Number (Situational),,,,,,,,,,
2400.REF01,Reference Identification Qualifier,Code qualifying the Reference Identification,R,,,,,,,
2400.REF02,Reference Identification,Reference information as defined for a particular Transaction Set or as specified by the Reference Identification Qualifier,R,,,,,,,
Segment - REF Adjusted Repriced Line Item Reference Number (Situational),,,,,,,,,,
2400.REF01,Reference Identification Qualifier,Code qualifying the Reference Identification,R,,,,,,,
2400.REF02,Reference Identification,Reference information as defined for a particular Transaction Set or as specified by the Reference Identification Qualifier,R,,,,,,,
Segment - AMT Service Tax Amount (Situational),,,,,,,,,,
2400.AMT01,Amount Qualifier Code,Code to qualify amount,R,GT Goods and Services Tax,,,,,,
2400.AMT02,Monetary Amount,Monetary Amount,R,,,,Tax Amount,,,
Segment - AMT Facility Tax Amount (Situational),,,,,,,,,,
2400.AMT01,Amount Qualifier Code,Code to qualify amount,R,N8 Miscellaneous Taxes,,,,,,
2400.AMT02,Monetary Amount,Monetary Amount,R,,,,Tax Amount,,,
,,,,,,,,,,
Segment - NTE Third Party Organization Notes (Situational),,,,,,,,,,
2400.NTE01,Note Reference Code,Code identifying the functional area or purpose for which the note applies,R,TPO Third Party Organization Notes,,institutionalClaimIBRequestRoot/institutionalClaimIBRequest/institutionalClaimSubmitRequestRecordList/institutionalClaimSubmitRequestRecord/institutionalClaim/institutionalServiceLineItem/serviceLine/lineItemRemark/remarkCode,,,,
2400.NTE02,Description,A free-form description to clarify the related data elements and their content,R,,,institutionalClaimIBRequestRoot/institutionalClaimIBRequest/institutionalClaimSubmitRequestRecordList/institutionalClaimSubmitRequestRecord/institutionalClaim/institutionalServiceLineItem/serviceLine/lineItemRemark/remark,Remarks added for Service line,,,
Segment - HCP Line Pricing/Repricing Information (Situational),,,,,,,,,,
2400.HCP01,Pricing Methodology,"Code specifying pricing methodology at which the claim or line item has been
priced or repriced",R,"00 Zero Pricing (Not Covered Under Contract)
01 Priced as Billed at 100%
02 Priced at the Standard Fee Schedule
03 Priced at a Contractual Percentage
04 Bundled Pricing
05 Peer Review Pricing
06 Per Diem Pricing
07 Flat Rate Pricing
08 Combination Pricing
09 Maternity Pricing
10 Other Pricing
11 Lower of Cost
12 Ratio of Cost
13 Cost Reimbursed
14 Adjustment Pricing",,,,,,
2400.HCP02,Monetary Amount,Monetary Amount,R,,,,Amount allowed by the repricer,,,
2400.HCP03,Monetary Amount,Monetary Amount,S,,,,,,,
2400.HCP04,Reference Identification,Reference information as defined for a particular Transaction Set or as specified by the Reference Identification Qualifier,S,,,,ID of the repricing source,,,
2400.HCP05,Rate,Rate expressed in the standard monetary denomination for the currency specified,S,,,,,,,
2400.HCP06,Reference Identification,Reference information as defined for a particular Transaction Set or as specified by the Reference Identification Qualifier,S,,,,,,,
2400.HCP07,Monetary Amount,Monetary Amount,S,,,,,,,
2400.HCP08,Product/Service ID,Identifying number for a product or service,S,,,,,,,
2400.HCP09,Product/Service ID Qualifier,"Code identifying the type/source of the descriptive number used in
Product/Service ID",S,,,,,,,
2400.HCP10,Product/Service ID,Identifying number for a product or service,S,,,,,,,
2400.HCP11,Unit or Basis for Measurement Code,"Code specifying the units in which a value is being expressed, or manner in which
a measurement has been taken",S,"DA Days
UN Unit",,,,,,
2400.HCP12,Quantity,Numeric value of quantity,S,,,,,,,
2400.HCP13,Reject Reason Code,Code assigned by issuer to identify reason for rejection,S,"T1 Cannot Identify Provider as TPO (Third Party
Organization) Participant
T2 Cannot Identify Payer as TPO (Third Party
Organization) Participant
T3 Cannot Identify Insured as TPO (Third Party
Organization) Participant
T4 Payer Name or Identifier Missing
T5 Certification Information Missing
T6 Claim does not contain enough information for repricing",,,,,,
2400.HCP14,Policy Compliance Code,Code specifying policy compliance,S,"1 Procedure Followed (Compliance)
2 Not Followed - Call Not Made (Non-Compliance Call
Not Made)
3 Not Medically Necessary (Non-Compliance NonMedically Necessary)
4 Not Followed Other (Non-Compliance Other)
5 Emergency Admit to Non-Network Hospital",,,,,,
2400.HCP15,Exception Code,"Code specifying the exception reason for consideration of out-of-network health
care services",S,"1 Non-Network Professional Provider in Network
Hospital
2 Emergency Care
3 Services or Specialist not in Network
4 Out-of-Service Area
5 State Mandates
6 Other",,,,,,
Loop 2410 - Drug identification,,,,,,,,,,
Segment - LIN Drug identification (Situational),,,,,,,,,,
2410.LIN02,Product/Service ID Qualifier,"Code identifying the type/source of the descriptive number used in
Product/Service ID",R,N4 National Drug Code in 5-4-2 Format,,institutionalClaim/institutionalServiceLineItem/serviceLine/institutionalNdcCodes/qualifier,Map N4 as 'ND',Map N4 as 'ND',"Mapping updated as per careplus
need to check the x walk/configuration team",
2410.LIN03,Product/Service ID,Identifying number for a product or service,R,,,institutionalClaimIBRequestRoot/institutionalClaimIBRequest/institutionalClaimSubmitRequestRecordList/institutionalClaimSubmitRequestRecord/institutionalClaim/institutionalServiceLineItem/serviceLine/institutionalNdcCodes/ndcCode,NationalDrugCodereference.,,,
Segment - CTP Drug Quantity (Required),,,,,,,,,,
2410.CTP04,Quantity,Numeric value of quantity,R,,,institutionalClaimIBRequestRoot/institutionalClaimIBRequest/institutionalClaimSubmitRequestRecordList/institutionalClaimSubmitRequestRecord/institutionalClaim/institutionalServiceLineItem/serviceLine/institutionalNdcCodes/quantity,Quantity; maximum of 8 digits.,,,
2410.CTP05-1,COMPOSITE UNIT OF MEASURE-Unit or Basis for Measurement Code,To identify a composite unit of measure,R,,,institutionalClaimIBRequestRoot/institutionalClaimIBRequest/institutionalClaimSubmitRequestRecordList/institutionalClaimSubmitRequestRecord/institutionalClaim/institutionalServiceLineItem/serviceLine/institutionalNdcCodes/measurementType,"Identifies the unit of measurement,such as ML (milliliter),OU (ounce),etc.",,,
Segment - REF Prescription or compound drug association Number (Situational),,,,,,,,,,
2410.REF01,Reference Identification Qualifier,Code qualifying the Reference Identification,R,"VY Link Sequence Number
XZ Pharmacy Prescription Number",,,,,,
2410.REF02,Reference Identification,Reference information as defined for a particular Transaction Set or as specified by the Reference Identification Qualifier,R,,,,,,,
Loop 2420A (Situational),,,,,,,,,,
Segment - NM1 Operating Physician Name (Situational),,,,,,,,,,
2420A.NM101,Entity Identifier Code,"Code identifying an organizational entity, a physical location, property or an
individual",R,72 Operating Physician,,,,,,
2420A.NM102,Entity Type Qualifier,Code qualifying the type of entity,R,1 Person,,,,,,
2420A.NM103,Name Last or Organization Name,Individual last name or organizational name,R,,,,,,,
2420A.NM104,Name First,Individual first name,S,,,,,,,
2420A.NM105,Name Middle,Individual middle name or initial,S,,,,,,,
2420A.NM107,Name Suffix,Suffix to individual name,S,,,,,,,
2420A.NM108,Identification Code Qualifier,"Code designating the system/method of code structure used for Identification
Code",S,"XX Centers for Medicare and Medicaid Services
National Provider Identifier",,,,,,
2420A.NM109,Identification Code,Code identifying a party or other code,S,,,,,,,
Segment - REF Operating Physician Secondary Identification (Situational),,,,,,,,,,
2420A.REF01,Reference Identification Qualifier,Code qualifying the Reference Identification,R,"0B State License Number
1G Provider UPIN Number
G2 Provider Commercial Number
LU Location Number",,,,,,
2420A.REF02,Reference Identification,Reference information as defined for a particular Transaction Set or as specified by the Reference Identification Qualifier,R,,,,,,,
2420A.REF04.01,Reference Identification Qualifier,Code qualifying the Reference Identification,R,2U Payer Identification Number,,,,,,
2420A.REF04.02,Reference Identification,Reference information as defined for a particular Transaction Set or as specified by the Reference Identification Qualifier,R,,,,,,,
Loop 2420B (Situational),,,,,,,,,,
Segment - NM1 Other Operating Physician Name (Situational),,,,,,,,,,
2420B.NM101,Entity Identifier Code,"Code identifying an organizational entity, a physical location, property or an
individual",R,ZZ Mutually Defined,,,,,,
2420B.NM102,Entity Type Qualifier,Code qualifying the type of entity,R,1 Person,,,,,,
2420B.NM103,Name Last or Organization Name,Individual last name or organizational name,R,,,,,,,
2420B.NM104,Name First,Individual first name,S,,,,,,,
2420B.NM105,Name Middle,Individual middle name or initial,S,,,,,,,
2420B.NM107,Name Suffix,Suffix to individual name,S,,,,,,,
2420B.NM108,Identification Code Qualifier,,S,XX Centers for Medicare and Medicaid Services National Provider Identifier,,,,,,
2420B.NM109,Identification Code,Code identifying a party or other code,S,,,,,,,
Segment - REF Other Operating Physician Secondary Identification (Situational),,,,,,,,,,
2420B.REF01,Reference Identification Qualifier,Code qualifying the Reference Identification,R,"0B State License Number
1G Provider UPIN Number
G2 Provider Commercial Number
LU Location Number",,,,,,
2420B.REF02,Reference Identification,Reference information as defined for a particular Transaction Set or as specified by the Reference Identification Qualifier,R,,,,,,,
2420B.REF04.01,Reference Identification Qualifier,Code qualifying the Reference Identification,R,2U Payer Identification Number,,,,,,
2420B.REF04.02,Reference Identification,Reference information as defined for a particular Transaction Set or as specified by the Reference Identification Qualifier,R,,,,,,,
Loop 2420C (Situational),,,,,,,,,,
Segment - NM1 Rendering Provider Name (Situational),,,,,,,,,,
2420C.NM101,Entity Identifier Code,"Code identifying an organizational entity, a physical location, property or an
individual",R,82 Rendering Provider,,,,,,
2420C.NM102,Entity Type Qualifier,Code qualifying the type of entity,R,1 Person,,,,,,
2420C.NM103,Name Last or Organization Name,Individual last name or organizational name,R,,,,,,,
2420C.NM104,Name First,Individual first name,S,,,,,,,
2420C.NM105,Name Middle,Individual middle name or initial,S,,,,,,,
2420C.NM107,Name Suffix,Suffix to individual name,S,,,,,,,
2420C.NM108,Identification Code Qualifier,,S,"XX Centers for Medicare and Medicaid Services
National Provider Identifier",,,,,,
2420C.NM109,Identification Code,Code identifying a party or other code,S,,,,,,,
Segment - REF Rendering Provider Secondary Identification (Situational),,,,,,,,,,
2420C.REF01,Reference Identification Qualifier,Code qualifying the Reference Identification,R,"0B State License Number
1G Provider UPIN Number
G2 Provider Commercial Number
LU Location Number",,,,,,
2420C.REF02,Reference Identification,Reference information as defined for a particular Transaction Set or as specified by the Reference Identification Qualifier,R,,,,,,,
2420C.REF04.01,Reference Identification Qualifier,Code qualifying the Reference Identification,R,2U Payer Identification Number,,,,,,
2420C.REF04.02,Reference Identification,Reference information as defined for a particular Transaction Set or as specified by the Reference Identification Qualifier,R,,,,,,,
Loop 2420D (Situational),,,,,,,,,,
Segment - NM1 Referring Provider Name (Situational),,,,,,,,,,
2420D.NM101,Entity Identifier Code,"Code identifying an organizational entity, a physical location, property or an
individual",R,DN Referring Provider,,,,,,
2420D.NM102,Entity Type Qualifier,Code qualifying the type of entity,R,1 Person,,,,,,
2420D.NM103,Name Last or Organization Name,Individual last name or organizational name,R,,,,,,,
2420D.NM104,Name First,Individual first name,S,,,,,,,
2420D.NM105,Name Middle,Individual middle name or initial,S,,,,,,,
2420D.NM107,Name Suffix,Suffix to individual name,S,,,,,,,
2420D.NM108,Identification Code Qualifier,,S,"XX Centers for Medicare and Medicaid Services
National Provider Identifier",,,,,,
2420D.NM109,Identification Code,Code identifying a party or other code,S,,,,,,,
Segment - REF Referring Provider Secondary Identification (Situational),,,,,,,,,,
2420D.REF01,Reference Identification Qualifier,Code qualifying the Reference Identification,R,"0B State License Number
1G Provider UPIN Number
G2 Provider Commercial Number
LU Location Number",,,,,,
2420D.REF02,Reference Identification,Reference information as defined for a particular Transaction Set or as specified by the Reference Identification Qualifier,S,,,,,,,
2420D.REF04.01,Reference Identification Qualifier,Code qualifying the Reference Identification,R,2U Payer Identification Number,,,,,,
2420D.REF04.02,Reference Identification,Reference information as defined for a particular Transaction Set or as specified by the Reference Identification Qualifier,R,,,,,,,
"Loop 2430   — LINE ADJUDICATION INFORMATION(Situational) Loop Repeat: 15

1. Service line cob mapping under - /invoiceAttachment/eobAttachment/submittedEobPaymentInformation/lineEobInformation will happen based upon the matching of 2430.SVD01 against the 2330B.NM109.

2. The below header/sub tag mapping will have sum of all the different payer amounts for each of the service line.
/serviceLineItem/eobPaymentInformation",,,,,,,,,,
Segment - SVD Line Adjudication Information (Situational),,,,,,,,,,
2430.SVD01,Identification Code,Code identifying a party or other code,R,,,,,,,
2430.SVD02,Monetary Amount,Monetary Amount,R,,,institutionalClaimIBRequestRoot/institutionalClaimIBRequest/institutionalClaimSubmitRequestRecordList/institutionalClaimSubmitRequestRecord/institutionalClaim/institutionalServiceLineItem/serviceLine/eobPaymentInformation/netPaidAmount,Net paid amount,,,
,,,,,,institutionalClaimIBRequestRoot/institutionalClaimIBRequest/institutionalClaimSubmitRequestRecordList/institutionalClaimSubmitRequestRecord/institutionalClaim/invoiceAttachments/invoiceAttachment/eobAttachment/submittedEobPaymentInformation/lineEobInformation/netPaidAmount,Net paid amount,,Mapped when the value exists and Other Subsciber loop(SBR01) exists in 2320 and SVD01 is present.,
,,,,,,institutionalClaimIBRequestRoot/institutionalClaimIBRequest/institutionalClaimSubmitRequestRecordList/institutionalClaimSubmitRequestRecord{/institutionalClaim/invoiceAttachments/invoiceAttachment/eobAttachment/submittedEobPaymentInformation/lineEobInformation/allowedAmount,Sum netpaid amount and CAS*PR amounts for the payer in line level - 2430 loop and map to this field,Two digits after decimal will be allowed,,
,,,,,,institutionalClaimIBRequestRoot/institutionalClaimIBRequest/institutionalClaimSubmitRequestRecordList/institutionalClaimSubmitRequestRecord/institutionalClaim/institutionalServiceLineItem/serviceLine/eobPaymentInformation/allowedAmount,Sum netpaid amount and CAS*PR amounts of all payers in line level (all 2430 loops) and map to this field,Two digits after decimal will be allowed,,
2430.SVD03.01,Product/Service ID Qualifier,"Code identifying the type/source of the descriptive number used in
Product/Service ID",R,,,,,,,
2430.SVD03.02,Product/Service ID,Identifying number for a product or service,R,,,,,,,
2430.SVD03.03,Procedure Modifier,"This identifies special circumstances related to the performance of the
service, as defined by trading partners",S,,,,,,,
2430.SVD03.04,Procedure Modifier,"This identifies special circumstances related to the performance of the
service, as defined by trading partners",S,,,,,,,
2430.SVD03.05,Procedure Modifier,"This identifies special circumstances related to the performance of the
service, as defined by trading partners",S,,,,,,,
2430.SVD03.06,Procedure Modifier,"This identifies special circumstances related to the performance of the
service, as defined by trading partners",S,,,,,,,
2430.SVD03.07,Description,"A free-form description to clarify the related data elements and their
content",S,,,,,,,
2430.SVD04,Product/Service ID,Identifying number for a product or service,R,,,,,,,
2430.SVD05,Quantity,Numeric value of quantity,R,,,,,,,
2430.SVD06,Assigned Number,Number assigned for differentiation within a transaction set,S,,,,,,,
Segment - CAS Line Adjustment (Situational),,,,,,,,,,
2430.CAS01,Claim Adjustment Group Code,,R,,,institutionalClaimIBRequestRoot/institutionalClaimIBRequest/institutionalClaimSubmitRequestRecordList/institutionalClaimSubmitRequestRecord/institutionalClaim/institutionalServiceLineItem/serviceLine/eobPaymentInformation/lineCasCodes/casCode/groupCode,Group code,,,
