EDI LoopID.Segment,EDI Data Element Name,EDI Element Description,Usage,Enumeration Values,Sample values,"Mapped to
Integration PlusTable Name",Column Name,Column Desc,Comments
2300.HI07.03,Date Time Period Format Qualifier,"Code indicating the date format, time format, or date and time format",R,D8 - Date Expressed in Format CCYYMMDD,,,,,
2300.HI07.04,Date Time Period,"Expression of a date, a time, or range of dates, times or dates and times",R,,,SUBMITTED_CLAIM_DIAGNOSIS_INFO,DATE_TIME_PERIOD,,
2300.HI08.01,Code List Qualifier Code,"Code identifying a specific industry code list
Principal Diagnosis Type Code",R,BH - Occurrence,,SUBMITTED_CLAIM_DIAGNOSIS_INFO,DIAGNOSIS_QUALIFIER,,
2300.HI08.02,Industry Code,Diagnosis Code,R,,,SUBMITTED_CLAIM_DIAGNOSIS_INFO,DIAGNOSIS_CODE,,
2300.HI08.03,Date Time Period Format Qualifier,"Code indicating the date format, time format, or date and time format",R,D8 - Date Expressed in Format CCYYMMDD,,,,,
2300.HI08.04,Date Time Period,"Expression of a date, a time, or range of dates, times or dates and times",R,,,SUBMITTED_CLAIM_DIAGNOSIS_INFO,DATE_TIME_PERIOD,,
2300.HI09.01,Code List Qualifier Code,"Code identifying a specific industry code list
Principal Diagnosis Type Code",R,BH - Occurrence,,SUBMITTED_CLAIM_DIAGNOSIS_INFO,DIAGNOSIS_QUALIFIER,,
2300.HI09.02,Industry Code,Diagnosis Code,R,,,SUBMITTED_CLAIM_DIAGNOSIS_INFO,DIAGNOSIS_CODE,,
2300.HI09.03,Date Time Period Format Qualifier,"Code indicating the date format, time format, or date and time format",R,D8 - Date Expressed in Format CCYYMMDD,,,,,
2300.HI09.04,Date Time Period,"Expression of a date, a time, or range of dates, times or dates and times",R,,,SUBMITTED_CLAIM_DIAGNOSIS_INFO,DATE_TIME_PERIOD,,
2300.HI10.01,Code List Qualifier Code,"Code identifying a specific industry code list
Principal Diagnosis Type Code",R,BH - Occurrence,,SUBMITTED_CLAIM_DIAGNOSIS_INFO,DIAGNOSIS_QUALIFIER,,
2300.HI10.02,Industry Code,Diagnosis Code,R,,,SUBMITTED_CLAIM_DIAGNOSIS_INFO,DIAGNOSIS_CODE,,
2300.HI10.03,Date Time Period Format Qualifier,"Code indicating the date format, time format, or date and time format",R,D8 - Date Expressed in Format CCYYMMDD,,,,,
2300.HI10.04,Date Time Period,"Expression of a date, a time, or range of dates, times or dates and times",R,,,SUBMITTED_CLAIM_DIAGNOSIS_INFO,DATE_TIME_PERIOD,,
2300.HI11.01,Code List Qualifier Code,"Code identifying a specific industry code list
Principal Diagnosis Type Code",R,BH - Occurrence,,SUBMITTED_CLAIM_DIAGNOSIS_INFO,DIAGNOSIS_QUALIFIER,,
2300.HI11.02,Industry Code,Diagnosis Code,R,,,SUBMITTED_CLAIM_DIAGNOSIS_INFO,DIAGNOSIS_CODE,,
2300.HI11.03,Date Time Period Format Qualifier,"Code indicating the date format, time format, or date and time format",R,D8 - Date Expressed in Format CCYYMMDD,,,,,
2300.HI11.04,Date Time Period,"Expression of a date, a time, or range of dates, times or dates and times",R,,,SUBMITTED_CLAIM_DIAGNOSIS_INFO,DATE_TIME_PERIOD,,
2300.HI12.01,Code List Qualifier Code,"Code identifying a specific industry code list
Principal Diagnosis Type Code",R,BH - Occurrence,,SUBMITTED_CLAIM_DIAGNOSIS_INFO,DIAGNOSIS_QUALIFIER,,
2300.HI12.02,Industry Code,Diagnosis Code,R,,,SUBMITTED_CLAIM_DIAGNOSIS_INFO,DIAGNOSIS_CODE,,
2300.HI12.03,Date Time Period Format Qualifier,"Code indicating the date format, time format, or date and time format",R,D8 - Date Expressed in Format CCYYMMDD,,,,,
2300.HI12.04,Date Time Period,"Expression of a date, a time, or range of dates, times or dates and times",R,,,SUBMITTED_CLAIM_DIAGNOSIS_INFO,DATE_TIME_PERIOD,,
Segment - HI Value Information (Situational),,,,,,,,,
2300.HI01.01,Code List Qualifier Code,"Code identifying a specific industry code list
Principal Diagnosis Type Code",R,BE -Value,,SUBMITTED_CLAIM_DIAGNOSIS_INFO,DIAGNOSIS_QUALIFIER,,
2300.HI01.02,Industry Code,Diagnosis Code,R,,,SUBMITTED_CLAIM_DIAGNOSIS_INFO,DIAGNOSIS_CODE,,
2300.HI01.05,Monetary Amount,Monetary Amount,R,,,SUBMITTED_CLAIM_DIAGNOSIS_INFO,VALUE_CODE_AMOUNT,,
2300.HI02.01,Code List Qualifier Code,"Code identifying a specific industry code list
Principal Diagnosis Type Code",R,BE -Value,,SUBMITTED_CLAIM_DIAGNOSIS_INFO,DIAGNOSIS_QUALIFIER,,
2300.HI02.02,Industry Code,Diagnosis Code,R,,,SUBMITTED_CLAIM_DIAGNOSIS_INFO,DIAGNOSIS_CODE,,
2300.HI02.05,Monetary Amount,Monetary Amount,R,,,SUBMITTED_CLAIM_DIAGNOSIS_INFO,VALUE_CODE_AMOUNT,,
2300.HI03.01,Code List Qualifier Code,"Code identifying a specific industry code list
Principal Diagnosis Type Code",R,BE -Value,,SUBMITTED_CLAIM_DIAGNOSIS_INFO,DIAGNOSIS_QUALIFIER,,
2300.HI03.02,Industry Code,Diagnosis Code,R,,,SUBMITTED_CLAIM_DIAGNOSIS_INFO,DIAGNOSIS_CODE,,
2300.HI03.05,Monetary Amount,Monetary Amount,R,,,SUBMITTED_CLAIM_DIAGNOSIS_INFO,VALUE_CODE_AMOUNT,,
2300.HI04.01,Code List Qualifier Code,"Code identifying a specific industry code list
Principal Diagnosis Type Code",R,BE -Value,,SUBMITTED_CLAIM_DIAGNOSIS_INFO,DIAGNOSIS_QUALIFIER,,
2300.HI04.02,Industry Code,Diagnosis Code,R,,,SUBMITTED_CLAIM_DIAGNOSIS_INFO,DIAGNOSIS_CODE,,
2300.HI04.05,Monetary Amount,Monetary Amount,R,,,SUBMITTED_CLAIM_DIAGNOSIS_INFO,VALUE_CODE_AMOUNT,,
2300.HI05.01,Code List Qualifier Code,"Code identifying a specific industry code list
Principal Diagnosis Type Code",R,BE -Value,,SUBMITTED_CLAIM_DIAGNOSIS_INFO,DIAGNOSIS_QUALIFIER,,
2300.HI05.02,Industry Code,Diagnosis Code,R,,,SUBMITTED_CLAIM_DIAGNOSIS_INFO,DIAGNOSIS_CODE,,
2300.HI05.05,Monetary Amount,Monetary Amount,R,,,SUBMITTED_CLAIM_DIAGNOSIS_INFO,VALUE_CODE_AMOUNT,,
2300.HI06.01,Code List Qualifier Code,"Code identifying a specific industry code list
Principal Diagnosis Type Code",R,BE -Value,,SUBMITTED_CLAIM_DIAGNOSIS_INFO,DIAGNOSIS_QUALIFIER,,
2300.HI06.02,Industry Code,Diagnosis Code,R,,,SUBMITTED_CLAIM_DIAGNOSIS_INFO,DIAGNOSIS_CODE,,
2300.HI06.05,Monetary Amount,Monetary Amount,R,,,SUBMITTED_CLAIM_DIAGNOSIS_INFO,VALUE_CODE_AMOUNT,,
2300.HI07.01,Code List Qualifier Code,"Code identifying a specific industry code list
Principal Diagnosis Type Code",R,BE -Value,,SUBMITTED_CLAIM_DIAGNOSIS_INFO,DIAGNOSIS_QUALIFIER,,
2300.HI07.02,Industry Code,Diagnosis Code,R,,,SUBMITTED_CLAIM_DIAGNOSIS_INFO,DIAGNOSIS_CODE,,
2300.HI07.05,Monetary Amount,Monetary Amount,R,,,SUBMITTED_CLAIM_DIAGNOSIS_INFO,VALUE_CODE_AMOUNT,,
2300.HI08.01,Code List Qualifier Code,"Code identifying a specific industry code list
Principal Diagnosis Type Code",R,BE -Value,,SUBMITTED_CLAIM_DIAGNOSIS_INFO,DIAGNOSIS_QUALIFIER,,
2300.HI08.02,Industry Code,Diagnosis Code,R,,,SUBMITTED_CLAIM_DIAGNOSIS_INFO,DIAGNOSIS_CODE,,
2300.HI08.05,Monetary Amount,Monetary Amount,R,,,SUBMITTED_CLAIM_DIAGNOSIS_INFO,VALUE_CODE_AMOUNT,,
2300.HI09.01,Code List Qualifier Code,"Code identifying a specific industry code list
Principal Diagnosis Type Code",R,BE -Value,,SUBMITTED_CLAIM_DIAGNOSIS_INFO,DIAGNOSIS_QUALIFIER,,
2300.HI09.02,Industry Code,Diagnosis Code,R,,,SUBMITTED_CLAIM_DIAGNOSIS_INFO,DIAGNOSIS_CODE,,
2300.HI09.05,Monetary Amount,Monetary Amount,R,,,SUBMITTED_CLAIM_DIAGNOSIS_INFO,VALUE_CODE_AMOUNT,,
2300.HI10.01,Code List Qualifier Code,"Code identifying a specific industry code list
Principal Diagnosis Type Code",R,BE -Value,,SUBMITTED_CLAIM_DIAGNOSIS_INFO,DIAGNOSIS_QUALIFIER,,
2300.HI10.02,Industry Code,Diagnosis Code,R,,,SUBMITTED_CLAIM_DIAGNOSIS_INFO,DIAGNOSIS_CODE,,
2300.HI10.05,Monetary Amount,Monetary Amount,R,,,SUBMITTED_CLAIM_DIAGNOSIS_INFO,VALUE_CODE_AMOUNT,,
2300.HI11.01,Code List Qualifier Code,"Code identifying a specific industry code list
Principal Diagnosis Type Code",R,BE -Value,,SUBMITTED_CLAIM_DIAGNOSIS_INFO,DIAGNOSIS_QUALIFIER,,
2300.HI11.02,Industry Code,Diagnosis Code,R,,,SUBMITTED_CLAIM_DIAGNOSIS_INFO,DIAGNOSIS_CODE,,
2300.HI11.05,Monetary Amount,Monetary Amount,R,,,SUBMITTED_CLAIM_DIAGNOSIS_INFO,VALUE_CODE_AMOUNT,,
2300.HI12.01,Code List Qualifier Code,"Code identifying a specific industry code list
Principal Diagnosis Type Code",R,BE -Value,,SUBMITTED_CLAIM_DIAGNOSIS_INFO,DIAGNOSIS_QUALIFIER,,
2300.HI12.02,Industry Code,Diagnosis Code,R,,,SUBMITTED_CLAIM_DIAGNOSIS_INFO,DIAGNOSIS_CODE,,
2300.HI12.05,Monetary Amount,Monetary Amount,R,,,SUBMITTED_CLAIM_DIAGNOSIS_INFO,VALUE_CODE_AMOUNT,,
Segment - HI Condition Information (Situational),,,,,,,,,
2300.HI01.01,Code List Qualifier Code,"Code identifying a specific industry code list
Principal Diagnosis Type Code",R,BG - Condition,,SUBMITTED_CLAIM_DIAGNOSIS_INFO,DIAGNOSIS_QUALIFIER,,
2300.HI01.02,Industry Code,Diagnosis Code,R,,,SUBMITTED_CLAIM_DIAGNOSIS_INFO,DIAGNOSIS_CODE,,
2300.HI02.01,Code List Qualifier Code,"Code identifying a specific industry code list
Principal Diagnosis Type Code",R,BG - Condition,,SUBMITTED_CLAIM_DIAGNOSIS_INFO,DIAGNOSIS_QUALIFIER,,
2300.HI02.02,Industry Code,Diagnosis Code,R,,,SUBMITTED_CLAIM_DIAGNOSIS_INFO,DIAGNOSIS_CODE,,
2300.HI03.01,Code List Qualifier Code,"Code identifying a specific industry code list
Principal Diagnosis Type Code",R,BG - Condition,,SUBMITTED_CLAIM_DIAGNOSIS_INFO,DIAGNOSIS_QUALIFIER,,
2300.HI03.02,Industry Code,Diagnosis Code,R,,,SUBMITTED_CLAIM_DIAGNOSIS_INFO,DIAGNOSIS_CODE,,
2300.HI04.01,Code List Qualifier Code,"Code identifying a specific industry code list
Principal Diagnosis Type Code",R,BG - Condition,,SUBMITTED_CLAIM_DIAGNOSIS_INFO,DIAGNOSIS_QUALIFIER,,
2300.HI04.02,Industry Code,Diagnosis Code,R,,,SUBMITTED_CLAIM_DIAGNOSIS_INFO,DIAGNOSIS_CODE,,
2300.HI05.01,Code List Qualifier Code,"Code identifying a specific industry code list
Principal Diagnosis Type Code",R,BG - Condition,,SUBMITTED_CLAIM_DIAGNOSIS_INFO,DIAGNOSIS_QUALIFIER,,
2300.HI05.02,Industry Code,Diagnosis Code,R,,,SUBMITTED_CLAIM_DIAGNOSIS_INFO,DIAGNOSIS_CODE,,
2300.HI06.01,Code List Qualifier Code,"Code identifying a specific industry code list
Principal Diagnosis Type Code",R,BG - Condition,,SUBMITTED_CLAIM_DIAGNOSIS_INFO,DIAGNOSIS_QUALIFIER,,
2300.HI06.02,Industry Code,Diagnosis Code,R,,,SUBMITTED_CLAIM_DIAGNOSIS_INFO,DIAGNOSIS_CODE,,
2300.HI07.01,Code List Qualifier Code,"Code identifying a specific industry code list
Principal Diagnosis Type Code",R,BG - Condition,,SUBMITTED_CLAIM_DIAGNOSIS_INFO,DIAGNOSIS_QUALIFIER,,
2300.HI07.02,Industry Code,Diagnosis Code,R,,,SUBMITTED_CLAIM_DIAGNOSIS_INFO,DIAGNOSIS_CODE,,
2300.HI08.01,Code List Qualifier Code,"Code identifying a specific industry code list
Principal Diagnosis Type Code",R,BG - Condition,,SUBMITTED_CLAIM_DIAGNOSIS_INFO,DIAGNOSIS_QUALIFIER,,
2300.HI08.02,Industry Code,Diagnosis Code,R,,,SUBMITTED_CLAIM_DIAGNOSIS_INFO,DIAGNOSIS_CODE,,
2300.HI09.01,Code List Qualifier Code,"Code identifying a specific industry code list
Principal Diagnosis Type Code",R,BG - Condition,,SUBMITTED_CLAIM_DIAGNOSIS_INFO,DIAGNOSIS_QUALIFIER,,
2300.HI09.02,Industry Code,Diagnosis Code,R,,,SUBMITTED_CLAIM_DIAGNOSIS_INFO,DIAGNOSIS_CODE,,
2300.HI10.01,Code List Qualifier Code,"Code identifying a specific industry code list
Principal Diagnosis Type Code",R,BG - Condition,,SUBMITTED_CLAIM_DIAGNOSIS_INFO,DIAGNOSIS_QUALIFIER,,
2300.HI10.02,Industry Code,Diagnosis Code,R,,,SUBMITTED_CLAIM_DIAGNOSIS_INFO,DIAGNOSIS_CODE,,
2300.HI11.01,Code List Qualifier Code,"Code identifying a specific industry code list
Principal Diagnosis Type Code",R,BG - Condition,,SUBMITTED_CLAIM_DIAGNOSIS_INFO,DIAGNOSIS_QUALIFIER,,
2300.HI11.02,Industry Code,Diagnosis Code,R,,,SUBMITTED_CLAIM_DIAGNOSIS_INFO,DIAGNOSIS_CODE,,
2300.HI12.01,Code List Qualifier Code,"Code identifying a specific industry code list
Principal Diagnosis Type Code",R,BG - Condition,,SUBMITTED_CLAIM_DIAGNOSIS_INFO,DIAGNOSIS_QUALIFIER,,
2300.HI12.02,Industry Code,Diagnosis Code,R,,,SUBMITTED_CLAIM_DIAGNOSIS_INFO,DIAGNOSIS_CODE,,
Segment - HI Treatment Code Information (Situational),,,,,,,,,
2300.HI01.01,Code List Qualifier Code,"Code identifying a specific industry code list
Principal Diagnosis Type Code",R,TC -Treatment Codes,,,,,
2300.HI01.02,Industry Code,Diagnosis Code,R,,,,,,
2300.HI02.01,Code List Qualifier Code,"Code identifying a specific industry code list
Principal Diagnosis Type Code",R,TC -Treatment Codes,,,,,
2300.HI02.02,Industry Code,Diagnosis Code,R,,,,,,
2300.HI03.01,Code List Qualifier Code,"Code identifying a specific industry code list
Principal Diagnosis Type Code",R,TC -Treatment Codes,,,,,
2300.HI03.02,Industry Code,Diagnosis Code,R,,,,,,
2300.HI04.01,Code List Qualifier Code,"Code identifying a specific industry code list
Principal Diagnosis Type Code",R,TC -Treatment Codes,,,,,
2300.HI04.02,Industry Code,Diagnosis Code,R,,,,,,
2300.HI05.01,Code List Qualifier Code,"Code identifying a specific industry code list
Principal Diagnosis Type Code",R,TC -Treatment Codes,,,,,
2300.HI05.02,Industry Code,Diagnosis Code,R,,,,,,
2300.HI06.01,Code List Qualifier Code,"Code identifying a specific industry code list
Principal Diagnosis Type Code",R,TC -Treatment Codes,,,,,
2300.HI06.02,Industry Code,Diagnosis Code,R,,,,,,
2300.HI07.01,Code List Qualifier Code,"Code identifying a specific industry code list
Principal Diagnosis Type Code",R,TC -Treatment Codes,,,,,
2300.HI07.02,Industry Code,Diagnosis Code,R,,,,,,
2300.HI08.01,Code List Qualifier Code,"Code identifying a specific industry code list
Principal Diagnosis Type Code",R,TC -Treatment Codes,,,,,
2300.HI08.02,Industry Code,Diagnosis Code,R,,,,,,
2300.HI09.01,Code List Qualifier Code,"Code identifying a specific industry code list
Principal Diagnosis Type Code",R,TC -Treatment Codes,,,,,
2300.HI09.02,Industry Code,Diagnosis Code,R,,,,,,
2300.HI10.01,Code List Qualifier Code,"Code identifying a specific industry code list
Principal Diagnosis Type Code",R,TC -Treatment Codes,,,,,
2300.HI10.02,Industry Code,Diagnosis Code,R,,,,,,
2300.HI11.01,Code List Qualifier Code,"Code identifying a specific industry code list
Principal Diagnosis Type Code",R,TC -Treatment Codes,,,,,
2300.HI11.02,Industry Code,Diagnosis Code,R,,,,,,
2300.HI12.01,Code List Qualifier Code,"Code identifying a specific industry code list
Principal Diagnosis Type Code",R,TC -Treatment Codes,,,,,
2300.HI12.02,Industry Code,Diagnosis Code,R,,,,,,
Segment - HCP Claim Pricing/Repricing Information (Situational),,,,,,,,,
2300.HCP01,Pricing Methodology,Code specifying pricing methodology at which the claim or line item has been priced or repriced,R,"00 Zero Pricing (Not Covered Under Contract)
01 Priced as Billed at 100%
02 Priced at the Standard Fee Schedule
03 Priced at a Contractual Percentage
04 Bundled Pricing
05 Peer Review Pricing
06 Per Diem Pricing
07 Flat Rate Pricing
08 Combination Pricing
09 Maternity Pricing
10 Other Pricing
11 Lower of Cost
12 Ratio of Cost
13 Cost Reimbursed
14 Adjustment Pricin",,,,,
2300.HCP02,Monetary Amount,Monetary amount,R,,,,,,
2300.HCP03,Monetary Amount,Monetary amount,S,,,,,,
2300.HCP04,Reference Identification,"Reference information as defined for a particular Transaction Set or as specified
by the Reference Identification Qualifier",S,,,,,,
2300.HCP05,Rate,Rate,S,,,,,,
2300.HCP06,Reference Identification,"Reference information as defined for a particular Transaction Set or as specified
by the Reference Identification Qualifier",S,,,,,,
2300.HCP07,Monetary Amount,Monetary Amount,S,,,,,,
2300.HCP08,Product/Service ID,Identifying number for a product or service,S,,,,,,
2300.HCP09,Product/Service ID Qualifier,"Code identifying the type/source of the descriptive number used in
Product/Service ID (234",S,"ER :Jurisdiction Specific Procedure and Supply Codes
HC: Health Care Financing Administration Common
Procedural Coding System (HCPCS) Codes
HP Health Insurance Prospective Payment System
(HIPPS) Skilled Nursing Facility Rate Code
HP: Health Insurance Prospective Payment System
(HIPPS) Skilled Nursing Facility Rate Code
IV: Home Infusion EDI Coalition (HIEC) Product/Service
Code
WK Advanced Billing Concepts (ABC) Codes",,,,,
2300.HCP11,Unit or Basis for Measurement Code,"Code specifying the units in which a value is being expressed, or manner in which
a measurement has been taken",S,,,,,,
2300.HCP12,Quantity,Numeric value of quantity,S,,,,,,
2300.HCP13,Reject Reason Code,Code assigned by issuer to identify reason for rejection,S,"T1 Cannot Identify Provider as TPO (Third Party
Organization) Participant
T2 Cannot Identify Payer as TPO (Third Party
Organization) Participant
T3 Cannot Identify Insured as TPO (Third Party
Organization) Participant
T4 Payer Name or Identifier Missing
T5 Certification Information Missing
T6 Claim does not contain enough information for repricing",,,,,
2300.HCP14,Policy Compliance Code,Code specifying policy compliance,S,"1 Procedure Followed (Compliance)
2 Not Followed - Call Not Made (Non-Compliance Call
Not Made)
3 Not Medically Necessary (Non-Compliance NonMedically Necessary)
4 Not Followed Other (Non-Compliance Other)
5 Emergency Admit to Non-Network Hospital",,,,,
2300.HCP15,Exception Code,"Code specifying the exception reason for consideration of out-of-network health
care services",S,"1 Non-Network Professional Provider in Network
Hospital
2 Emergency Care
3 Services or Specialist not in Network
4 Out-of-Service Area
5 State Mandates
6 Other",,,,,
Loop 2310A (Situational),,,,,,,,,
Segment - NM1 Attending Provider Name (Situational),,,,,,,,,
2310A.NM101,Entity Identifier Code,"Code identifying an organizational entity, a physical location, property or an
individual",R,71 Attending Physician,,,,,
2310A.NM102,Entity Type Qualifier,"Code identifying an organizational entity, a physical location, property or an
individual",R,1 Person,,,,,
2310A.NM103,Name Last or Organization Name,Individual last name or organizational name,R,,,SUBMITTED_CLAIM_PROVIDER_DETAILS,CLAIMLVL_ATTENDING_PROV_LAST_NAME,,
2310A.NM104,Name First,Individual first name,S,,,SUBMITTED_CLAIM_PROVIDER_DETAILS,CLAIMLVL_ATTENDING_PROV_FIRST_NAME,,
2310A.NM105,Name Middle,Individual middle name or initial,S,,,SUBMITTED_CLAIM_PROVIDER_DETAILS,CLAIMLVL_ATTENDING_PROV_MIDDLE_NAME,,
2310A.NM107,Name Suffix,Suffix to individual name,S,,,SUBMITTED_CLAIM_PROVIDER_DETAILS,CLAIMLVL_ATTENDING_PROV_NAME_SUFFIX,,
2310A.NM108,Identification Code Qualifier,"Code designating the system/method of code structure used for Identification
Code",S,"XX Centers for Medicare and Medicaid Services
National Provider Identifier",,,,,
2310A.NM109,Identification Code,Code identifying a party or other code /Rendering Provider Identifier,S,1851470140,,SUBMITTED_CLAIM_PROVIDER_DETAILS,CLAIMLVL_ATTENDING_PROV_IDENTIFICATION_CODE,,
Segment - PRV Provider Information (Situational),,,,,,,,,
2310A.PRV01,Provider Code,Code identifying the type of provider,R,AT  : Attending,,,,,
2310A.PRV02,Reference Identification Qualifier,Code qualifying the Reference Identification,R,PXC :Health Care Provider Taxonomy Code,,,,,
2310A.PRV03,Reference Identification,"Reference information as defined for a particular Transaction Set or as specified
by the Reference Identification Qualifier",R,207Q00000X,,,,,
Segment - REF Attending Provider Secondary Identification (Situational),,,,,,,,,
2310A.REF01,Reference Identification Qualifier,Code qualifying the Reference Identification,R,"0B : State License Number
1G : Provider UPIN Number
1555 UPINs must be formatted as either X99999 or
XXX999.
G2 : Provider Commercial Number
LU: Location Numbe",,,,,
2310A.REF02,Reference Identification,"Reference information as defined for a particular Transaction Set or as specified
by the Reference Identification Qualifier",R,0121T3B0B,,,,,
Loop 2310B (Situational),,,,,,,,,
Segment - NM1 Operating Physician Name (Situational),,,,,,,,,
2310B.NM101,Entity Identifier Code,"Code identifying an organizational entity, a physical location, property or an
individual",R,72 - Operating Physician,,,,,
2310B.NM102,Entity Type Qualifier,"Code identifying an organizational entity, a physical location, property or an
individual",R,1 - Person,,,,,
2310B.NM103,Name Last or Organization Name,Individual last name or organizational name,R,Individual last name or organizational name,,SUBMITTED_CLAIM_PROVIDER_DETAILS,CLAIMLVL_OPERATING_PHYSICIAN_LAST_NAME,,
2310B.NM104,Name First,Individual first name,S,Individual first name,,SUBMITTED_CLAIM_PROVIDER_DETAILS,CLAIMLVL_OPERATING_PHYSICIAN_FIRST_NAME,,
2310B.NM105,Name Middle,Individual middle name or initial,S,Individual middle name or initial,,SUBMITTED_CLAIM_PROVIDER_DETAILS,CLAIMLVL_OPERATING_PHYSICIAN_MIDDLE_NAME,,
2310B.NM107,Name Suffix,Suffix to individual name,S,Suffix to individual name,,SUBMITTED_CLAIM_PROVIDER_DETAILS,CLAIMLVL_OPERATING_PHYSICIAN_NAME_SUFFIX,,
2310B.NM108,Identification Code Qualifier,"Code designating the system/method of code structure used for Identification
Code",S,"XX Centers for Medicare and Medicaid Services
National Provider Identifier",,,,,
2310B.NM109,Identification Code,Code identifying a party or other code /Rendering Provider Identifier,S,,,SUBMITTED_CLAIM_PROVIDER_DETAILS,CLAIMLVL_OPERATING_PHYSICIAN_IDENTIFICATION_CODE,,
Segment - REF Operating Physician Secondary Identification (Situational),,,,,,,,,
2310B.REF01,Reference Identification Qualifier,Code qualifying the Reference Identification,R,,,,,,
2310B.REF02,Reference Identification,"Reference information as defined for a particular Transaction Set or as specified
by the Reference Identification Qualifier",R,,,,,,
Loop 2310C (Situational),,,,,,,,,
Segment - NM1 Other Operating Physician Name (Situational),,,,,,,,,
2310C.NM101,Entity Identifier Code,"Code identifying an organizational entity, a physical location, property or an
individual",R,ZZ : Mutually Defined,,,,,
2310C.NM102,Entity Type Qualifier,"Code identifying an organizational entity, a physical location, property or an
individual",R,1 :  Person,,,,,
2310C.NM103,Name Last or Organization Name,Individual last name or organizational name,R,,,SUBMITTED_CLAIM_PROVIDER_DETAILS,CLAIMLVL_OTHER_OPERATING_PHYSICIAN_LAST_NAME,,
2310C.NM104,Name First,Individual first name,S,,,SUBMITTED_CLAIM_PROVIDER_DETAILS,CLAIMLVL_OTHER_OPERATING_PHYSICIAN_FIRST_NAME,,
2310C.NM105,Name Middle,Individual middle name or initial,S,,,SUBMITTED_CLAIM_PROVIDER_DETAILS,CLAIMLVL_OTHER_OPERATING_PHYSICIAN_MIDDLE_NAME,,
2310C.NM107,Name Suffix,Suffix to individual name,S,,,SUBMITTED_CLAIM_PROVIDER_DETAILS,CLAIMLVL_OTHER_OPERATING_PHYSICIAN_NAME_SUFFIX,,
2310C.NM108,Identification Code Qualifier,"Code designating the system/method of code structure used for Identification
Code",S,"XX Centers for Medicare and Medicaid Services
National Provider Identifier",,,,,
2310C.NM109,Identification Code,Code identifying a party or other code /Rendering Provider Identifier,S,,,SUBMITTED_CLAIM_PROVIDER_DETAILS,CLAIMLVL_OTHER_OPERATING_PHYSICIAN_IDENTIFICATION_CODE,,
Segment - REF Other Operating Physician Secondary Identification (Situational),,,,,,,,,
2310C.REF01,Reference Identification Qualifier,Code qualifying the Reference Identification,R,"0B : State License Number
1G : Provider UPIN Number
1555 UPINs must be formatted as either X99999 or
XXX999.
G2 :Provider Commercial Number
1464: This code designates a proprietary provider number
for the destination payer identified in the Payer
Name loop, Loop ID-2010BB, associated with this
claim. This is to be used by all payers including:
Medicare, Medicaid, Blue Cross, etc.
LU : Location Numbe",,,,,
2310C.REF02,Reference Identification,"Reference information as defined for a particular Transaction Set or as specified
by the Reference Identification Qualifier",R,,,,,,
Loop 2310D (Situational),,,,,,,,,
Segment - NM1 Rendering Provider Name (Situational),,,,,,,,,
2310D.NM101,Entity Identifier Code,"Code identifying an organizational entity, a physical location, property or an
individual",R,82 :Rendering Provider,,,,removed mapping since latest Inbound 837I doesn't have these fields mapped,
2310D.NM102,Entity Type Qualifier,"Code identifying an organizational entity, a physical location, property or an
individual",R,1 : Person,,,,,
2310D.NM103,Name Last or Organization Name,Individual last name or organizational name,R,,,,,,
2310D.NM104,Name First,Individual first name,S,,,,,,
2310D.NM105,Name Middle,Individual middle name or initial,S,,,,,,
2310D.NM107,Name Suffix,Suffix to individual name,S,,,,,,
2310D.NM108,Identification Code Qualifier,"Code designating the system/method of code structure used for Identification
Code",S,"XX Centers for Medicare and Medicaid Services
National Provider Identifier",,,,,
2310D.NM109,Identification Code,Code identifying a party or other code /Rendering Provider Identifier,S,,,,,,
Segment - REF Rendering Provider Secondary Identification (Situational),,,,,,,,,
2310D.REF01,Reference Identification Qualifier,Code qualifying the Reference Identification,R,"0B :  State License Number
1G :  Provider UPIN Number
1555 UPINs must be formatted as either X99999 or
XXX999.
G2 :  Provider Commercial Number
1464 :  This code designates a proprietary provider number
for the destination payer identified in the Payer
Name loop, Loop ID-2010BB, associated with this
claim. This is to be used by all payers including:
Medicare, Medicaid, Blue Cross, etc.
LU : Location Number",,,,,
2310D.REF02,Reference Identification,"Reference information as defined for a particular Transaction Set or as specified
by the Reference Identification Qualifier",R,,,,,,
Loop 2310E (Situational),,,,,,,,,
Segment - NM1 Service Facility Location Name (Situational),,,,,,,,,
2310E.NM101,Entity Identifier Code,"Code identifying an organizational entity, a physical location, property or an
individual",R,77 : Service Location,,,,,
2310E.NM102,Entity Type Qualifier,Code qualifying the type of entity,R,2 :  Non-Person Entity,,,,,
2310E.NM103,Name Last or Organization Name,Individual last name or organizational name,R,,,,,,
2310E.NM108,Identification Code Qualifier,"Code designating the system/method of code structure used for Identification
Code (67)",S,"XX Centers for Medicare and Medicaid Services
National Provider Identifier",,,,,
2310E.NM109,Identification Code,Code identifying a party or other code,S,,,,,,
Segment - N3 Service Facility Location Address (Required),,,,,,,,,
2310E.N301,Address Information,Address Information,R,,,,,,
2310E.N302,Address Information,Address Information,S,,,,,,
"Segment - N4 Service Facility Location City, State, ZIP Code (Required)",,,,,,,,,
2310E.N401,City Name,Free-form text for city name,R,,,,,,
2310E.N402,State or Province Code,Code (Standard State/Province) as defined by appropriate government agency,S,,,,,,
